work,works,accepts,accepted,34
accepts,accepted,keeps,kept,34
accepts,accepted,knows,knew,34
accepts,accepted,leads,led,34
accepts,accepted,learns,learned,34
accepts,accepted,leaves,left,34
accepts,accepted,likes,liked,34
accepts,accepted,lives,lived,34
accepts,accepted,looks,looked,34
accepts,accepted,makes,made,34
accepts,accepted,meets,met,34
accepts,accepted,moves,moved,34
accepts,accepted,needs,needed,34
accepts,accepted,offers,offered,34
accepts,accepted,opens,opened,34
accepts,accepted,pays,paid,34
accepts,accepted,plays,played,34
accepts,accepted,preserves,preserved,34
accepts,accepted,prevents,prevented,34
accepts,accepted,produces,produced,34
accepts,accepted,promotes,promoted,34
accepts,accepted,protects,protected,34
accepts,accepted,proves,proved,34
accepts,accepted,provides,provided,34
accepts,accepted,raises,raised,34
accepts,accepted,reaches,reached,34
accepts,accepted,receives,received,34
accepts,accepted,recognizes,recognized,34
accepts,accepted,reduces,reduced,34
accepts,accepted,remains,remained,34
accepts,accepted,requires,required,34
accepts,accepted,resolves,resolved,34
accepts,accepted,returns,returned,34
accepts,accepted,runs,ran,34
accepts,accepted,saves,saved,34
accepts,accepted,says,said,34
accepts,accepted,seeks,sought,34
accepts,accepted,seems,seemed,34
accepts,accepted,sees,saw,34
accepts,accepted,sells,sold,34
accepts,accepted,sends,sent,34
accepts,accepted,serves,served,34
accepts,accepted,shows,showed,34
accepts,accepted,starts,started,34
accepts,accepted,stays,stayed,34
accepts,accepted,stops,stopped,34
accepts,accepted,studies,studied,34
accepts,accepted,supports,supported,34
accepts,accepted,takes,took,34
accepts,accepted,tells,told,34
accepts,accepted,thinks,thought,34
accepts,accepted,tries,tried,34
accepts,accepted,turns,turned,34
accepts,accepted,understands,understood,34
accepts,accepted,uses,used,34
accepts,accepted,wants,wanted,34
accepts,accepted,wins,won,34
accommodates,accommodated,allows,allowed,34
accommodates,accommodated,asks,asked,34
accommodates,accommodated,avoids,avoided,34
accommodates,accommodated,becomes,became,34
accommodates,accommodated,begins,began,34
accommodates,accommodated,believes,believed,34
accommodates,accommodated,brings,brought,34
accommodates,accommodated,builds,built,34
accommodates,accommodated,buys,bought,34
accommodates,accommodated,calls,called,34
accommodates,accommodated,celebrates,celebrated,34
accommodates,accommodated,changes,changed,34
accommodates,accommodated,comes,came,34
accommodates,accommodated,considers,considered,34
accommodates,accommodated,continues,continued,34
accommodates,accommodated,creates,created,34
accommodates,accommodated,decides,decided,34
accommodates,accommodated,determines,determined,34
accommodates,accommodated,develops,developed,34
accommodates,accommodated,discusses,discussed,34
accommodates,accommodated,does,did,34
accommodates,accommodated,earns,earned,34
accommodates,accommodated,eliminates,eliminated,34
accommodates,accommodated,ends,ended,34
accommodates,accommodated,ensures,ensured,34
accommodates,accommodated,extends,extended,34
accommodates,accommodated,feels,felt,34
accommodates,accommodated,finds,found,34
accommodates,accommodated,follows,followed,34
accommodates,accommodated,gets,got,34
accommodates,accommodated,gives,gave,34
accommodates,accommodated,goes,went,34
accommodates,accommodated,happens,happened,34
accommodates,accommodated,has,had,34
accommodates,accommodated,helps,helped,34
accommodates,accommodated,holds,held,34
accommodates,accommodated,improves,improved,34
accommodates,accommodated,includes,included,34
accommodates,accommodated,increases,increased,34
accommodates,accommodated,is,was,34
accommodates,accommodated,joins,joined,34
accommodates,accommodated,keeps,kept,34
accommodates,accommodated,knows,knew,34
accommodates,accommodated,leads,led,34
accommodates,accommodated,learns,learned,34
accommodates,accommodated,leaves,left,34
accommodates,accommodated,likes,liked,34
accommodates,accommodated,lives,lived,34
accommodates,accommodated,looks,looked,34
accommodates,accommodated,makes,made,34
accommodates,accommodated,meets,met,34
accommodates,accommodated,moves,moved,34
accommodates,accommodated,needs,needed,34
accommodates,accommodated,offers,offered,34
accommodates,accommodated,opens,opened,34
accommodates,accommodated,pays,paid,34
accommodates,accommodated,plays,played,34
accommodates,accommodated,preserves,preserved,34
accommodates,accommodated,prevents,prevented,34
accommodates,accommodated,produces,produced,34
accommodates,accommodated,promotes,promoted,34
accommodates,accommodated,protects,protected,34
accommodates,accommodated,proves,proved,34
accommodates,accommodated,provides,provided,34
accommodates,accommodated,raises,raised,34
accommodates,accommodated,reaches,reached,34
accommodates,accommodated,receives,received,34
accommodates,accommodated,recognizes,recognized,34
accommodates,accommodated,reduces,reduced,34
accommodates,accommodated,remains,remained,34
accommodates,accommodated,requires,required,34
accommodates,accommodated,resolves,resolved,34
accommodates,accommodated,returns,returned,34
accommodates,accommodated,runs,ran,34
accommodates,accommodated,saves,saved,34
accommodates,accommodated,says,said,34
accommodates,accommodated,seeks,sought,34
accommodates,accommodated,seems,seemed,34
accommodates,accommodated,sees,saw,34
accommodates,accommodated,sells,sold,34
accommodates,accommodated,sends,sent,34
accommodates,accommodated,serves,served,34
accommodates,accommodated,shows,showed,34
accommodates,accommodated,starts,started,34
accommodates,accommodated,stays,stayed,34
accommodates,accommodated,stops,stopped,34
accommodates,accommodated,studies,studied,34
accommodates,accommodated,supports,supported,34
accommodates,accommodated,takes,took,34
accommodates,accommodated,tells,told,34
accommodates,accommodated,thinks,thought,34
accommodates,accommodated,tries,tried,34
accommodates,accommodated,turns,turned,34
accommodates,accommodated,understands,understood,34
accommodates,accommodated,uses,used,34
accommodates,accommodated,wants,wanted,34
accommodates,accommodated,wins,won,34
allows,allowed,asks,asked,34
allows,allowed,avoids,avoided,34
allows,allowed,becomes,became,34
allows,allowed,begins,began,34
allows,allowed,believes,believed,34
allows,allowed,brings,brought,34
allows,allowed,builds,built,34
allows,allowed,buys,bought,34
allows,allowed,calls,called,34
allows,allowed,celebrates,celebrated,34
allows,allowed,changes,changed,34
allows,allowed,comes,came,34
allows,allowed,considers,considered,34
allows,allowed,continues,continued,34
allows,allowed,creates,created,34
allows,allowed,decides,decided,34
allows,allowed,determines,determined,34
allows,allowed,develops,developed,34
allows,allowed,discusses,discussed,34
allows,allowed,does,did,34
allows,allowed,earns,earned,34
allows,allowed,eliminates,eliminated,34
allows,allowed,ends,ended,34
allows,allowed,ensures,ensured,34
allows,allowed,extends,extended,34
allows,allowed,feels,felt,34
allows,allowed,finds,found,34
allows,allowed,follows,followed,34
allows,allowed,gets,got,34
allows,allowed,gives,gave,34
allows,allowed,goes,went,34
allows,allowed,happens,happened,34
allows,allowed,has,had,34
allows,allowed,helps,helped,34
allows,allowed,holds,held,34
allows,allowed,improves,improved,34
allows,allowed,includes,included,34
allows,allowed,increases,increased,34
allows,allowed,is,was,34
allows,allowed,joins,joined,34
allows,allowed,keeps,kept,34
allows,allowed,knows,knew,34
allows,allowed,leads,led,34
allows,allowed,learns,learned,34
allows,allowed,leaves,left,34
allows,allowed,likes,liked,34
allows,allowed,lives,lived,34
allows,allowed,looks,looked,34
allows,allowed,makes,made,34
allows,allowed,meets,met,34
allows,allowed,moves,moved,34
allows,allowed,needs,needed,34
allows,allowed,offers,offered,34
allows,allowed,opens,opened,34
allows,allowed,pays,paid,34
allows,allowed,plays,played,34
allows,allowed,preserves,preserved,34
allows,allowed,prevents,prevented,34
allows,allowed,produces,produced,34
allows,allowed,promotes,promoted,34
allows,allowed,protects,protected,34
allows,allowed,proves,proved,34
allows,allowed,provides,provided,34
allows,allowed,raises,raised,34
allows,allowed,reaches,reached,34
allows,allowed,receives,received,34
allows,allowed,recognizes,recognized,34
allows,allowed,reduces,reduced,34
allows,allowed,remains,remained,34
allows,allowed,requires,required,34
allows,allowed,resolves,resolved,34
allows,allowed,returns,returned,34
allows,allowed,runs,ran,34
allows,allowed,saves,saved,34
allows,allowed,says,said,34
allows,allowed,seeks,sought,34
allows,allowed,seems,seemed,34
allows,allowed,sees,saw,34
allows,allowed,sells,sold,34
allows,allowed,sends,sent,34
allows,allowed,serves,served,34
allows,allowed,shows,showed,34
allows,allowed,starts,started,34
allows,allowed,stays,stayed,34
allows,allowed,stops,stopped,34
allows,allowed,studies,studied,34
allows,allowed,supports,supported,34
allows,allowed,takes,took,34
allows,allowed,tells,told,34
allows,allowed,thinks,thought,34
allows,allowed,tries,tried,34
allows,allowed,turns,turned,34
allows,allowed,understands,understood,34
allows,allowed,uses,used,34
allows,allowed,wants,wanted,34
allows,allowed,wins,won,34
asks,asked,avoids,avoided,34
asks,asked,becomes,became,34
asks,asked,begins,began,34
asks,asked,believes,believed,34
asks,asked,brings,brought,34
asks,asked,builds,built,34
asks,asked,buys,bought,34
asks,asked,calls,called,34
asks,asked,celebrates,celebrated,34
asks,asked,changes,changed,34
asks,asked,comes,came,34
asks,asked,considers,considered,34
asks,asked,continues,continued,34
asks,asked,creates,created,34
asks,asked,decides,decided,34
asks,asked,determines,determined,34
asks,asked,develops,developed,34
asks,asked,discusses,discussed,34
asks,asked,does,did,34
asks,asked,earns,earned,34
asks,asked,eliminates,eliminated,34
asks,asked,ends,ended,34
asks,asked,ensures,ensured,34
asks,asked,extends,extended,34
asks,asked,feels,felt,34
asks,asked,finds,found,34
asks,asked,follows,followed,34
asks,asked,gets,got,34
asks,asked,gives,gave,34
asks,asked,goes,went,34
asks,asked,happens,happened,34
asks,asked,has,had,34
asks,asked,helps,helped,34
asks,asked,holds,held,34
asks,asked,improves,improved,34
asks,asked,includes,included,34
asks,asked,increases,increased,34
asks,asked,is,was,34
asks,asked,joins,joined,34
asks,asked,keeps,kept,34
asks,asked,knows,knew,34
asks,asked,leads,led,34
asks,asked,learns,learned,34
asks,asked,leaves,left,34
asks,asked,likes,liked,34
asks,asked,lives,lived,34
asks,asked,looks,looked,34
asks,asked,makes,made,34
asks,asked,meets,met,34
asks,asked,moves,moved,34
asks,asked,needs,needed,34
asks,asked,offers,offered,34
asks,asked,opens,opened,34
asks,asked,pays,paid,34
asks,asked,plays,played,34
asks,asked,preserves,preserved,34
asks,asked,prevents,prevented,34
asks,asked,produces,produced,34
asks,asked,promotes,promoted,34
asks,asked,protects,protected,34
asks,asked,proves,proved,34
asks,asked,provides,provided,34
asks,asked,raises,raised,34
asks,asked,reaches,reached,34
asks,asked,receives,received,34
asks,asked,recognizes,recognized,34
asks,asked,reduces,reduced,34
asks,asked,remains,remained,34
asks,asked,requires,required,34
asks,asked,resolves,resolved,34
asks,asked,returns,returned,34
asks,asked,runs,ran,34
asks,asked,saves,saved,34
asks,asked,says,said,34
asks,asked,seeks,sought,34
asks,asked,seems,seemed,34
asks,asked,sees,saw,34
asks,asked,sells,sold,34
asks,asked,sends,sent,34
asks,asked,serves,served,34
asks,asked,shows,showed,34
asks,asked,starts,started,34
asks,asked,stays,stayed,34
asks,asked,stops,stopped,34
asks,asked,studies,studied,34
asks,asked,supports,supported,34
asks,asked,takes,took,34
asks,asked,tells,told,34
asks,asked,thinks,thought,34
asks,asked,tries,tried,34
asks,asked,turns,turned,34
asks,asked,understands,understood,34
asks,asked,uses,used,34
asks,asked,wants,wanted,34
asks,asked,wins,won,34
avoids,avoided,becomes,became,34
avoids,avoided,begins,began,34
avoids,avoided,believes,believed,34
avoids,avoided,brings,brought,34
avoids,avoided,builds,built,34
avoids,avoided,buys,bought,34
avoids,avoided,calls,called,34
avoids,avoided,celebrates,celebrated,34
avoids,avoided,changes,changed,34
avoids,avoided,comes,came,34
avoids,avoided,considers,considered,34
avoids,avoided,continues,continued,34
avoids,avoided,creates,created,34
avoids,avoided,decides,decided,34
avoids,avoided,determines,determined,34
avoids,avoided,develops,developed,34
avoids,avoided,discusses,discussed,34
avoids,avoided,does,did,34
avoids,avoided,earns,earned,34
avoids,avoided,eliminates,eliminated,34
avoids,avoided,ends,ended,34
avoids,avoided,ensures,ensured,34
avoids,avoided,extends,extended,34
avoids,avoided,feels,felt,34
avoids,avoided,finds,found,34
avoids,avoided,follows,followed,34
avoids,avoided,gets,got,34
avoids,avoided,gives,gave,34
avoids,avoided,goes,went,34
avoids,avoided,happens,happened,34
avoids,avoided,has,had,34
avoids,avoided,helps,helped,34
avoids,avoided,holds,held,34
avoids,avoided,improves,improved,34
avoids,avoided,includes,included,34
avoids,avoided,increases,increased,34
avoids,avoided,is,was,34
avoids,avoided,joins,joined,34
avoids,avoided,keeps,kept,34
avoids,avoided,knows,knew,34
avoids,avoided,leads,led,34
avoids,avoided,learns,learned,34
avoids,avoided,leaves,left,34
avoids,avoided,likes,liked,34
avoids,avoided,lives,lived,34
avoids,avoided,looks,looked,34
avoids,avoided,makes,made,34
avoids,avoided,meets,met,34
avoids,avoided,moves,moved,34
avoids,avoided,needs,needed,34
avoids,avoided,offers,offered,34
avoids,avoided,opens,opened,34
avoids,avoided,pays,paid,34
avoids,avoided,plays,played,34
avoids,avoided,preserves,preserved,34
avoids,avoided,prevents,prevented,34
avoids,avoided,produces,produced,34
avoids,avoided,promotes,promoted,34
avoids,avoided,protects,protected,34
avoids,avoided,proves,proved,34
avoids,avoided,provides,provided,34
avoids,avoided,raises,raised,34
avoids,avoided,reaches,reached,34
avoids,avoided,receives,received,34
avoids,avoided,recognizes,recognized,34
avoids,avoided,reduces,reduced,34
avoids,avoided,remains,remained,34
avoids,avoided,requires,required,34
avoids,avoided,resolves,resolved,34
avoids,avoided,returns,returned,34
avoids,avoided,runs,ran,34
avoids,avoided,saves,saved,34
avoids,avoided,says,said,34
avoids,avoided,seeks,sought,34
avoids,avoided,seems,seemed,34
avoids,avoided,sees,saw,34
avoids,avoided,sells,sold,34
avoids,avoided,sends,sent,34
avoids,avoided,serves,served,34
avoids,avoided,shows,showed,34
avoids,avoided,starts,started,34
avoids,avoided,stays,stayed,34
avoids,avoided,stops,stopped,34
avoids,avoided,studies,studied,34
avoids,avoided,supports,supported,34
avoids,avoided,takes,took,34
avoids,avoided,tells,told,34
avoids,avoided,thinks,thought,34
avoids,avoided,tries,tried,34
avoids,avoided,turns,turned,34
avoids,avoided,understands,understood,34
avoids,avoided,uses,used,34
avoids,avoided,wants,wanted,34
avoids,avoided,wins,won,34
becomes,became,begins,began,34
becomes,became,believes,believed,34
becomes,became,brings,brought,34
becomes,became,builds,built,34
becomes,became,buys,bought,34
becomes,became,calls,called,34
becomes,became,celebrates,celebrated,34
becomes,became,changes,changed,34
becomes,became,comes,came,34
becomes,became,considers,considered,34
becomes,became,continues,continued,34
becomes,became,creates,created,34
becomes,became,decides,decided,34
becomes,became,determines,determined,34
becomes,became,develops,developed,34
becomes,became,discusses,discussed,34
becomes,became,does,did,34
becomes,became,earns,earned,34
becomes,became,eliminates,eliminated,34
becomes,became,ends,ended,34
becomes,became,ensures,ensured,34
becomes,became,extends,extended,34
becomes,became,feels,felt,34
becomes,became,finds,found,34
becomes,became,follows,followed,34
becomes,became,gets,got,34
becomes,became,gives,gave,34
becomes,became,goes,went,34
becomes,became,happens,happened,34
becomes,became,has,had,34
becomes,became,helps,helped,34
becomes,became,holds,held,34
becomes,became,improves,improved,34
becomes,became,includes,included,34
becomes,became,increases,increased,34
becomes,became,is,was,34
becomes,became,joins,joined,34
becomes,became,keeps,kept,34
becomes,became,knows,knew,34
becomes,became,leads,led,34
becomes,became,learns,learned,34
becomes,became,leaves,left,34
becomes,became,likes,liked,34
becomes,became,lives,lived,34
becomes,became,looks,looked,34
becomes,became,makes,made,34
becomes,became,meets,met,34
becomes,became,moves,moved,34
becomes,became,needs,needed,34
becomes,became,offers,offered,34
becomes,became,opens,opened,34
becomes,became,pays,paid,34
becomes,became,plays,played,34
becomes,became,preserves,preserved,34
becomes,became,prevents,prevented,34
becomes,became,produces,produced,34
becomes,became,promotes,promoted,34
becomes,became,protects,protected,34
becomes,became,proves,proved,34
becomes,became,provides,provided,34
becomes,became,raises,raised,34
becomes,became,reaches,reached,34
becomes,became,receives,received,34
becomes,became,recognizes,recognized,34
becomes,became,reduces,reduced,34
becomes,became,remains,remained,34
becomes,became,requires,required,34
becomes,became,resolves,resolved,34
becomes,became,returns,returned,34
becomes,became,runs,ran,34
becomes,became,saves,saved,34
becomes,became,says,said,34
becomes,became,seeks,sought,34
becomes,became,seems,seemed,34
becomes,became,sees,saw,34
becomes,became,sells,sold,34
becomes,became,sends,sent,34
becomes,became,serves,served,34
becomes,became,shows,showed,34
becomes,became,starts,started,34
becomes,became,stays,stayed,34
becomes,became,stops,stopped,34
becomes,became,studies,studied,34
becomes,became,supports,supported,34
becomes,became,takes,took,34
becomes,became,tells,told,34
becomes,became,thinks,thought,34
becomes,became,tries,tried,34
becomes,became,turns,turned,34
becomes,became,understands,understood,34
becomes,became,uses,used,34
becomes,became,wants,wanted,34
becomes,became,wins,won,34
begins,began,believes,believed,34
begins,began,brings,brought,34
begins,began,builds,built,34
begins,began,buys,bought,34
begins,began,calls,called,34
begins,began,celebrates,celebrated,34
begins,began,changes,changed,34
begins,began,comes,came,34
begins,began,considers,considered,34
begins,began,continues,continued,34
begins,began,creates,created,34
begins,began,decides,decided,34
begins,began,determines,determined,34
begins,began,develops,developed,34
begins,began,discusses,discussed,34
begins,began,does,did,34
begins,began,earns,earned,34
begins,began,eliminates,eliminated,34
begins,began,ends,ended,34
begins,began,ensures,ensured,34
begins,began,extends,extended,34
begins,began,feels,felt,34
begins,began,finds,found,34
begins,began,follows,followed,34
begins,began,gets,got,34
begins,began,gives,gave,34
begins,began,goes,went,34
begins,began,happens,happened,34
begins,began,has,had,34
begins,began,helps,helped,34
begins,began,holds,held,34
begins,began,improves,improved,34
begins,began,includes,included,34
begins,began,increases,increased,34
begins,began,is,was,34
begins,began,joins,joined,34
begins,began,keeps,kept,34
begins,began,knows,knew,34
begins,began,leads,led,34
begins,began,learns,learned,34
begins,began,leaves,left,34
begins,began,likes,liked,34
begins,began,lives,lived,34
begins,began,looks,looked,34
begins,began,makes,made,34
begins,began,meets,met,34
begins,began,moves,moved,34
begins,began,needs,needed,34
begins,began,offers,offered,34
begins,began,opens,opened,34
begins,began,pays,paid,34
begins,began,plays,played,34
begins,began,preserves,preserved,34
begins,began,prevents,prevented,34
begins,began,produces,produced,34
begins,began,promotes,promoted,34
begins,began,protects,protected,34
begins,began,proves,proved,34
begins,began,provides,provided,34
begins,began,raises,raised,34
begins,began,reaches,reached,34
begins,began,receives,received,34
begins,began,recognizes,recognized,34
begins,began,reduces,reduced,34
begins,began,remains,remained,34
begins,began,requires,required,34
begins,began,resolves,resolved,34
begins,began,returns,returned,34
begins,began,runs,ran,34
begins,began,saves,saved,34
begins,began,says,said,34
begins,began,seeks,sought,34
begins,began,seems,seemed,34
begins,began,sees,saw,34
begins,began,sells,sold,34
begins,began,sends,sent,34
begins,began,serves,served,34
begins,began,shows,showed,34
begins,began,starts,started,34
begins,began,stays,stayed,34
begins,began,stops,stopped,34
begins,began,studies,studied,34
begins,began,supports,supported,34
begins,began,takes,took,34
begins,began,tells,told,34
begins,began,thinks,thought,34
begins,began,tries,tried,34
begins,began,turns,turned,34
begins,began,understands,understood,34
begins,began,uses,used,34
begins,began,wants,wanted,34
begins,began,wins,won,34
believes,believed,brings,brought,34
believes,believed,builds,built,34
believes,believed,buys,bought,34
believes,believed,calls,called,34
believes,believed,celebrates,celebrated,34
believes,believed,changes,changed,34
believes,believed,comes,came,34
believes,believed,considers,considered,34
believes,believed,continues,continued,34
believes,believed,creates,created,34
believes,believed,decides,decided,34
believes,believed,determines,determined,34
believes,believed,develops,developed,34
believes,believed,discusses,discussed,34
believes,believed,does,did,34
believes,believed,earns,earned,34
believes,believed,eliminates,eliminated,34
believes,believed,ends,ended,34
believes,believed,ensures,ensured,34
believes,believed,extends,extended,34
believes,believed,feels,felt,34
believes,believed,finds,found,34
believes,believed,follows,followed,34
believes,believed,gets,got,34
believes,believed,gives,gave,34
believes,believed,goes,went,34
believes,believed,happens,happened,34
believes,believed,has,had,34
believes,believed,helps,helped,34
believes,believed,holds,held,34
believes,believed,improves,improved,34
believes,believed,includes,included,34
believes,believed,increases,increased,34
believes,believed,is,was,34
believes,believed,joins,joined,34
believes,believed,keeps,kept,34
believes,believed,knows,knew,34
believes,believed,leads,led,34
believes,believed,learns,learned,34
believes,believed,leaves,left,34
believes,believed,likes,liked,34
believes,believed,lives,lived,34
believes,believed,looks,looked,34
believes,believed,makes,made,34
believes,believed,meets,met,34
believes,believed,moves,moved,34
believes,believed,needs,needed,34
believes,believed,offers,offered,34
believes,believed,opens,opened,34
believes,believed,pays,paid,34
believes,believed,plays,played,34
believes,believed,preserves,preserved,34
believes,believed,prevents,prevented,34
believes,believed,produces,produced,34
believes,believed,promotes,promoted,34
believes,believed,protects,protected,34
believes,believed,proves,proved,34
believes,believed,provides,provided,34
believes,believed,raises,raised,34
believes,believed,reaches,reached,34
believes,believed,receives,received,34
believes,believed,recognizes,recognized,34
believes,believed,reduces,reduced,34
believes,believed,remains,remained,34
believes,believed,requires,required,34
believes,believed,resolves,resolved,34
believes,believed,returns,returned,34
believes,believed,runs,ran,34
believes,believed,saves,saved,34
believes,believed,says,said,34
believes,believed,seeks,sought,34
believes,believed,seems,seemed,34
believes,believed,sees,saw,34
believes,believed,sells,sold,34
believes,believed,sends,sent,34
believes,believed,serves,served,34
believes,believed,shows,showed,34
believes,believed,starts,started,34
believes,believed,stays,stayed,34
believes,believed,stops,stopped,34
believes,believed,studies,studied,34
believes,believed,supports,supported,34
believes,believed,takes,took,34
believes,believed,tells,told,34
believes,believed,thinks,thought,34
believes,believed,tries,tried,34
believes,believed,turns,turned,34
believes,believed,understands,understood,34
believes,believed,uses,used,34
believes,believed,wants,wanted,34
believes,believed,wins,won,34
brings,brought,builds,built,34
brings,brought,buys,bought,34
brings,brought,calls,called,34
brings,brought,celebrates,celebrated,34
brings,brought,changes,changed,34
brings,brought,comes,came,34
brings,brought,considers,considered,34
brings,brought,continues,continued,34
brings,brought,creates,created,34
brings,brought,decides,decided,34
brings,brought,determines,determined,34
brings,brought,develops,developed,34
brings,brought,discusses,discussed,34
brings,brought,does,did,34
brings,brought,earns,earned,34
brings,brought,eliminates,eliminated,34
brings,brought,ends,ended,34
brings,brought,ensures,ensured,34
brings,brought,extends,extended,34
brings,brought,feels,felt,34
brings,brought,finds,found,34
brings,brought,follows,followed,34
brings,brought,gets,got,34
brings,brought,gives,gave,34
brings,brought,goes,went,34
brings,brought,happens,happened,34
brings,brought,has,had,34
brings,brought,helps,helped,34
brings,brought,holds,held,34
brings,brought,improves,improved,34
brings,brought,includes,included,34
brings,brought,increases,increased,34
brings,brought,is,was,34
brings,brought,joins,joined,34
brings,brought,keeps,kept,34
brings,brought,knows,knew,34
brings,brought,leads,led,34
brings,brought,learns,learned,34
brings,brought,leaves,left,34
brings,brought,likes,liked,34
brings,brought,lives,lived,34
brings,brought,looks,looked,34
brings,brought,makes,made,34
brings,brought,meets,met,34
brings,brought,moves,moved,34
brings,brought,needs,needed,34
brings,brought,offers,offered,34
brings,brought,opens,opened,34
brings,brought,pays,paid,34
brings,brought,plays,played,34
brings,brought,preserves,preserved,34
brings,brought,prevents,prevented,34
brings,brought,produces,produced,34
brings,brought,promotes,promoted,34
brings,brought,protects,protected,34
brings,brought,proves,proved,34
brings,brought,provides,provided,34
brings,brought,raises,raised,34
brings,brought,reaches,reached,34
brings,brought,receives,received,34
brings,brought,recognizes,recognized,34
brings,brought,reduces,reduced,34
brings,brought,remains,remained,34
brings,brought,requires,required,34
brings,brought,resolves,resolved,34
brings,brought,returns,returned,34
brings,brought,runs,ran,34
brings,brought,saves,saved,34
brings,brought,says,said,34
brings,brought,seeks,sought,34
brings,brought,seems,seemed,34
brings,brought,sees,saw,34
brings,brought,sells,sold,34
brings,brought,sends,sent,34
brings,brought,serves,served,34
brings,brought,shows,showed,34
brings,brought,starts,started,34
brings,brought,stays,stayed,34
brings,brought,stops,stopped,34
brings,brought,studies,studied,34
brings,brought,supports,supported,34
brings,brought,takes,took,34
brings,brought,tells,told,34
brings,brought,thinks,thought,34
brings,brought,tries,tried,34
brings,brought,turns,turned,34
brings,brought,understands,understood,34
brings,brought,uses,used,34
brings,brought,wants,wanted,34
brings,brought,wins,won,34
builds,built,buys,bought,34
builds,built,calls,called,34
builds,built,celebrates,celebrated,34
builds,built,changes,changed,34
builds,built,comes,came,34
builds,built,considers,considered,34
builds,built,continues,continued,34
builds,built,creates,created,34
builds,built,decides,decided,34
